author,year,title,abstract,url_or_doi,entry_type
"Wirawan, Andreas Pandu and Muchtar, Susy and Nalurita, Febria",2023.0,{The Impact of an Accelerator Program for Startup to Develop the Business in Circular Economy,"The economic transition from a linear to a circular economy is considered very important, especially to reduce the environmental impact that has been generated due to waste. One way to accelerate the transition is through the opening of new jobs through startups. Startups that are starting to grow their business need to get a variety of support. Therefore, the acceleration program is here to help business development while fostering innovation in the circular economy sector. The purpose of this study is to analyze the influence of modules and learning, mentorship and mentoring, access to funding, and the network of cooperation provided by the Circular Jumpstart acceleration program to startups in the circular economy.  This research uses a qualitative method by analyzing data obtained from questionnaires and the process of in-depth interviews.  The results obtained in the research of the Circular Jumpstart acceleration program have a positive and significant effect on the business development of startups in the circular economy. Developments resulting from the provision of modules and learning, mentors and mentoring, access to capitalization, and cooperation networks to Circular Jumpstart participants. From the results obtained, it is known that modules and learning, mentors and mentoring, access to capital, and cooperation networks provided in the Circular Jumpstart program have a positive effect on the development of start-up businesses in the circular economy sector. As for being able to have a positive impact, the Circular Jumpstart acceleration program needs to develop access to government agencies, as well as provide a one-on-one mentoring method to better adapt to the needs of startups.",https://doi.org/10.55324/JOSR.V2I3.734,article
"Prabowo, Norbertus Krisnu and Irwanto, Irwanto",2023.0,{The Implementation of Arduino Microcontroller Boards in Science: A Bibliometric Analysis from 2008 to 2022,"The name “Arduino” made its international debut in 2005, marking the age of Arduino as one of the most user-friendly and costeffective microcontroller boards (MCBs) for novices. The science implementation of Arduino boards in automation, networking and data acquisition has been increasing steadily. This study provides a thorough Bibliometric analysis from 1122 papers focused on the Scopus database of published microcontroller research, from the first year the Arduino keyword appeared in 2008 until 2022. Various science articles indexed by Scopus and referring to the use of Arduino MCBs are selected. The Bibliometric analysis explores comprehensive and general key attributes that form a trend from the Scopus articles based on authors, titles, publication years, keywords, citations, affiliations, abstracts, funding information, and languages. The generated data is visualized and analyzed to find patterns that appear within the time span. This study found a significant increase in the number of articles on Arduino boards in Biology, Physics, Chemistry, Science, and STEM category of the paper. Despite using only the Scopus database, this study opens up to view the direction of the growing application of Arduino boards in Science. The use of Bibliometric analysis maps the scientific implementation of Arduino boards as an extensive guide for future collaborations in education and industry.",https://doi.org/10.16920/jeet/2023/v37i2/23154,article
"Schneider, Guilherme Barcha Cardoso",2025.0,{The Importance of Cybersecurity in Digital Government Implementations,"<p>Introduction: The increasing reliance on digital platforms in governmental operations has significantly enhanced public service delivery but has simultaneously introduced critical cybersecurity challenges. Cyber threats targeting government systems pose risks to sensitive citizen data, operational continuity, and public trust. This paper examines the intersection of cybersecurity and digital government initiatives, emphasizing their importance in safeguarding public interests. Objective: The objective of the study is to highlight the necessity of integrating robust cybersecurity measures into digital government frameworks to address emerging threats, maintain service reliability, and foster public confidence. Method: The research employs a qualitative analysis of case studies from European nations, such as Estonia, Finland, and the Netherlands, renowned for their advanced cybersecurity and e-governance strategies. The methodology involves examining governance policies, public-private partnerships, and technological innovations. Results: The findings reveal that successful digital governments integrate adaptive cybersecurity strategies, collaborative governance frameworks, and advanced technologies like artificial intelligence and blockchain. These approaches mitigate risks, enhance data protection, and promote citizen trust. Conclusions: The study concludes that cybersecurity is foundational to the success of digital government initiatives. It emphasizes the need for continuous investment, international collaboration, and public awareness to create secure and resilient digital ecosystems, ensuring effective governance in the digital age.</p>",https://doi.org/10.38087/2595.8801.585,article
"Onibalusi, Lanre",2025.0,{The Importance of Digital Literacy in the Modern World - Unicaf - Scholarship Programme,,https://www.unicaf.org/the-importance-of-digital-literacy-in-the-modern-world/,misc
"{Julia Kylli{\""{a",2019.0,{The Importance of Innovation – What Does it Mean for Businesses and our Society?,"According to McKinsey, 84% of executives say that their future success is dependent on innovation. Although innovation may sound like a buzzword for some, there are many reasons why companies put a lot of emphasis on it. In addition to the fact that innovation allows organizations to stay relevant in the competitive market, it also plays an important role in economic growth. The ability to resolve critical problems depends on new innovations and especially developing countries need it more than ever.",https://www.viima.com/blog/importance-of-innovation,article
"Vernanda, Dwi and Niqotaini, Zatin and Susilawati and Buchori, Azhis Sholeh",2023.0,{The Innovation Diffusion Theory for Analysis the Digitalization of 'Rasa Alami' MSMEs at Subang Regency,"As one of the Micro, Small and Medium Enterprises (MSMEs) in Subang Regency, Rasa Alami MSME has utilized digital innovation in introducing and promoting their products. The innovation is in the form of a website and mobile-based application that can be accessed and used by the owners, resellers, and buyers from various cities outside Subang Regency. The use of innovation in Rasa Alami MSME was started six months before the data for this research was taken. Respondents in this study consisted of Rasa Alami MSME owners, namely 10 resellers and 50 buyers. Even though the innovation is relatively new, it is expected that users will continue to improve to have an impact on increasing sales turnover. Therefore, it is essential to analyze the factors that influence the increased number of users and their intention to recommend this innovation using innovation diffusion theory. There are seven variables used in this research, namely relative advantage, compatibility, complexity, observability, trialability, intention to use, and intention to recommend. The research results showed that two independent variables have a positive influence on the intention to use, namely the relative advantage and observability variables. Finally, the intention to use variable has a correlation with the intention to recommend which are marked with P value of 0.030.",https://doi.org/10.1109/ICIMCIS60089.2023.10349086,article
"Thornton, Patricia H. and Ocasio, William and Lounsbury, Michael",2015.0,{The Institutional Logics Perspective,"Predicting the binding mode of flexible polypeptides to proteins is an important task that falls outside the domain of applicability of most small molecule and protein−protein docking tools. Here, we test the small molecule flexible ligand docking program Glide on a set of 19 non-$\alpha$-helical peptides and systematically improve pose prediction accuracy by enhancing Glide sampling for flexible polypeptides. In addition, scoring of the poses was improved by post-processing with physics-based implicit solvent MM- GBSA calculations. Using the best RMSD among the top 10 scoring poses as a metric, the success rate (RMSD ≤ 2.0 {\AA",https://doi.org/10.1002/9781118900772.ETRDS0187,article
"Atzori, Luigi and Iera, Antonio and Morabito, Giacomo",2010.0,{The Internet of Things: A survey,"This paper addresses the Internet of Things. Main enabling factor of this promising paradigm is the integration of several technologies and communications solutions. Identification and tracking technologies, wired and wireless sensor and actuator networks, enhanced communication protocols (shared with the Next Generation Internet), and distributed intelligence for smart objects are just the most relevant. As one can easily imagine, any serious contribution to the advance of the Internet of Things must necessarily be the result of synergetic activities conducted in different fields of knowledge, such as telecommunications, informatics, electronics and social science. In such a complex scenario, this survey is directed to those who want to approach this complex discipline and contribute to its development. Different visions of this Internet of Things paradigm are reported and enabling technologies reviewed. What emerges is that still major issues shall be faced by the research community. The most relevant among them are addressed in details. {\textcopyright",https://doi.org/10.1016/J.COMNET.2010.05.010,article
"Jaeger, Paul T. and Bertot, John Carlo and Thompson, Kim M. and Katz, Sarah M. and Decoster, Elizabeth J.",2012.0,"{The Intersection of Public Policy and Public Access: Digital Divides, Digital Literacy, Digital Inclusion, and Public Libraries","The terms digital divide, digital literacy, and digital inclusion have been widely used in discourse related to the Internet over the past two decades. Even though these terms are rarely defined and their meanings shift with changes in technology, these concepts have driven many Internet-related policy decisions in public libraries. This article examines what has happened in the gap between concepts and policies, as public libraries organize to provide Internet education, access, and assistance. Following an examination of the meanings assigned to these terms and policy efforts based on these concepts, this article examines the roles of public libraries related to the concepts and the ways in which these roles have been shaped by policies that impact access to information that is increasingly embedded within a range of technologies. The article then explores the ways in which policy could better support public libraries in these roles and the ways that these roles can contribute to public library advocacy and a voice in policy making. {\textcopyright",https://doi.org/10.1080/01616846.2012.654728,article
"Wang, Chen and Si, Li",2024.0,"{The Intersection of Public Policy and Public Access: Digital Inclusion, Digital Literacy Education, and Libraries","This study aims to examine the state of digital inclusion and digital literacy education in Chinese libraries and provide recommendations for improvement. The background section emphasizes the crucial role of libraries in promoting digital inclusion and sustainable development, as well as the challenges and opportunities presented by the current digital landscape in China, such as the digital divide and regional disparities in internet access. To achieve the study's objectives, we conducted analyses of relevant policies, public libraries, and library training programs using a mixed-methods approach. The results highlight the policy landscape, initiatives, and implementation strategies for promoting digital inclusion and literacy education, emphasizing the role of libraries in driving digital inclusion and fostering user engagement. Insights from a university library perspective showcase the role of academic libraries in promoting digital literacy education and training. The findings underscore the importance of digital inclusion and literacy in a digitized society and the crucial role of libraries and academic institutions in achieving these goals. The study advocates for libraries' pivotal role in bridging digital gaps and enhancing literacy to foster an inclusive, equitable digital society and urges policy support.",https://doi.org/10.3390/SU16051878,article
"Bibri, Simon Elias",2018.0,{The IoT for smart sustainable cities of the future: An analytical framework for sensor-based big data applications for environmental sustainability,"The Internet of Things (IoT) is one of the key components of the ICT infrastructure of smart sustainable cities as an emerging urban development approach due to its great potential to advance environmental sustainability. As one of the prevalent ICT visions or computing paradigms, the IoT is associated with big data analytics, which is clearly on a penetrative path across many urban domains for optimizing energy efficiency and mitigating environmental effects. This pertains mainly to the effective utilization of natural resources, the intelligent management of infrastructures and facilities, and the enhanced delivery of services in support of the environment. As such, the IoT and related big data applications can play a key role in catalyzing and improving the process of environmentally sustainable development. However, topical studies tend to deal largely with the IoT and related big data applications in connection with economic growth and the quality of life in the realm of smart cities, and largely ignore their role in improving environmental sustainability in the context of smart sustainable cities of the future. In addition, several advanced technologies are being used in smart cities without making any contribution to environmental sustainability, and the strategies through which sustainable cities can be achieved fall short in considering advanced technologies. Therefore, the aim of this paper is to review and synthesize the relevant literature with the objective of identifying and discussing the state-of-the-art sensor-based big data applications enabled by the IoT for environmental sustainability and related data processing platforms and computing models in the context of smart sustainable cities of the future. Also, this paper identifies the key challenges pertaining to the IoT and big data analytics, as well as discusses some of the associated open issues. Furthermore, it explores the opportunity of augmenting the informational landscape of smart sustainable cities with big data applications to achieve the required level of environmental sustainability. In doing so, it proposes a framework which brings together a large number of previous studies on smart cities and sustainable cities, including research directed at a more conceptual, analytical, and overarching level, as well as research on specific technologies and their novel applications. The goal of this study suits a mix of two research approaches: topical literature review and thematic analysis. In terms of originality, no study has been conducted on the IoT and related big data applications in the context of smart sustainable cities, and this paper provides a basis for urban researchers to draw on this analytical framework in future research. The proposed framework, which can be replicated, tested, and evaluated in empirical research, will add additional depth to studies in the field of smart sustainable cities. This paper serves to inform urban planners, scholars, ICT experts, and other city stakeholders about the environmental benefits that can be gained from implementing smart sustainable city initiatives and projects on the basis of the IoT and related big data applications.",https://doi.org/10.1016/J.SCS.2017.12.034,article
ScienceLink,2023.0,{The Ishango Bone: The World's First Known Mathematical Sieve and Table of the Small Prime Numbers,"This paper aims to show that the Ishango bone, one of two bones discovered in the1950s buried in ash on the banks of Lake Edward in Democratic Republic of Congo(formerly Zaire), after a nearby volcanic eruption, is the world's first known mathematicalsieve and table of the small prime numbers. The bone is dated approximately 20,000BC.Key to the demonstration of the sieve is the contention that the ancient Stone Agemathematicians of Ishango in Central Africa conceived of doubling or multiplication by 2in a more primitive mode than modern Computer Age humans, as the process of""copying"" of a singular record (that is, a mark created by a stone tool as encountered inStone Age people's daily experience). Similarly, the doubling of any number was, bylogical extension, a process of copying of any number of records (marks) denoting aninteger, thereby doubling the exhibited number (marks). Some evidence for this processof ""copying"" and thus representing numbers as consisting of ""copies"" of other numbers,is displayed on the bone and can still be found to exist in the number systems ofmodern Africans in the region.Unlike previous speculations on the use of the bone tool by other studies, the ancientmethod of sieving of the small primes suggested here is notable for unifying (making useand explanation of) all columns of the Ishango bone; whilst all numbers exhibited forman essential part of the primitive mathematical sieve described. Furthermore, it is statedthat the middle column (M) of the bone inscriptions houses the calculations of theIshango Sieve. All numbers deduced in the middle calculation column relate to aprocess of elimination of the non-prime numbers from the sequence of numbers1,2,3,4,5,6,7,8,9,10 (although numbers 1 and 2 are omitted). The act of elimination isproven by the display of the numbers deduced in the middle column; namely: 4, 6, 8, 9,and 10 and the subsequent omission of these same numbers from the following listleaving only: 5, 7 at the bottom of column M.This elimination process described above is repeated to obtain the primes 11,13,17,19when eliminating non-primes from the sequence 11,12,13,14,15,16,17,18,19,20.However, only calculations for the sequence 1 to 10 (for numbers above 2) aredisplayed in column M; as if to exemplify the Ishango Sieve method for the benefit ofposterity.",https://doi.org/10.31730/OSF.IO/6Z2YR,article
"Ummah, Masfi Sya'fiatul",2025.0,"{The Linux Filesystem. In this article, we will be exploring{\ldots",,https://medium.com/@jasurbek.go.dev/the-linux-filesystem-95673f4e3bd5,misc
"Mattucci, Jill L and Advised, Jill Mattucci and Nash, Jonathan",2023.0,{The Market's Reaction to the Disclosure of a Cybersecurity Breach,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1775&context=honors,article
"McGrath, Brian and Pickett, S. T. A.",2011.0,{The Metacity: A Conceptual Framework for Integrating Ecology and Urban Design,"We introduce the term metacity as a conceptual framework that can be shared by ecologists and designers and applied across the wide variety of urban habitats found around the world. While the term metacity was introduced by UN-HABITAT to designate hyper cities of over twenty million people, for us it is not limited to large urban agglomerations, but rather refers to the proliferation of new forms of urbanization, each with distinct ecological and social attributes. These various urban configurations when combined with new digital sensing, communication and social networking technologies constitute a virtual meta-infrastructure, present in all cities today. This new metacity has the potential to integrate new activist forms of ecological and urban design research and practice in making the transition from sanitary to sustainable city models globally. The city of Baltimore, Maryland will be used both as a site to illustrate these recent urban trends, and also as an example of the integration of ecology and urban design pursued by the two authors over the past seven years [1,2]. Metacity theory is drawn from both an architectural analysis of contemporary forms of urbanism, new forms of digital monitoring and communication technologies, as well as metapopulation and metacommunity theories in ecology. We seek to provide tools and lessons from our experiences for realizing an integrated metacity approach to achieving social sustainability and ecological resilience on an increasingly urbanized planet.",https://doi.org/10.3390/CHALLE2040055,article
BGT,2018.0,"{The New Foundational Skills of the Digital Economy, Developing the Professionals of the Future","The Business-Higher Education Forum (BHEF) commissioned Burning Glass Technologies to examine skills in the job market by drawing from a set of more than 150 million unique U.S. job postings, dating back to 2007. The research identifed 14 skills that have become foundational in the new economy, which converge in three interrelated groups: Human Skills, business skills, and digital skills. Human Skills have a long history of close study, so BHEF and Burning Glass are especially pleased to subject these two other major segments of the skills continuum – Business Enabler and Digital Building Block Skills – to similar scrutiny.",https://www.bhef.com/publications/new-foundational-skills-digital-economy-developing-professionals-future,article
"Denhardt, Janet V. and Denhardt, Robert B.",2015.0,{The New Public Service Revisited,"The New Public Service describes a set of norms and practices that emphasize democracy and citizenship as the basis for public administration theory and practice. This article revisits some of the core arguments of the New Public Service and examines how they have been practiced and studied over the past 15 years. The authors conclude that neither the principles of the New Public Service nor those of the New Public Management have become a dominant paradigm, but the New Public Service, and ideas and practices consistent with its ideals, have become increasingly evident in public administration scholarship and practice.",https://doi.org/10.1111/PUAR.12347,article
"Wolfe, Benjamin A. and Mamlin, Burke W. and Biondich, Paul G. and Fraser, Hamish S.F. and Jazayeri, Darius and Allen, Christian and Miranda, Justin and Tierney, William M.",2006.0,{The OpenMRS system: collaborating toward an open source EMR for developing countries.,"OpenMRS is an open source infrastructure for the creation of medical record systems in developing countries. Produced and maintained collaboratively across multiple institutions, this framework consists of an open source data model, a set of core application functions, and a default implementation. The goal of this implementation is to provide the beginnings of an EMR that is suitable for all groups involved with healthcare in developing countries.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1839362/ http://openmrs.org.,article
"Shorter, Laurence",2009.0,{The Optimist: One Man's Search for the Brighter Side of Life,"Who needs anti-depressants, happy endings or chocolate pudding when you can wallow in a book like this? It's very hard to package what is basically a historical review of the philosophy of happiness into something you can read on the loo, tube and plane. Shorter takes us on a journey around the world -- from New York to India, South Africa to London -- and asks the question we all wrestle with -- how can we be perpetually happy? -- in a subtle and engaging way. And he gives us answers, without ever resorting to Oprah-esque platitudes or the empty sillinesses of the self-help brigade. His self-deprecating wit throws Toby Young into shadows of mediocrity; his taut and elegant prose augurs well for future books; and his empathy and humanity are inspirational. Suck it up, cynics! Here is the New British Dream in its multi-coloured, fragile glory!\n\nReview:\nI was won over by the accessbility of the writing and the endearing way in which the narrator contrasts the 'big' ideas with the challenges he faces in his own everyday existence. Laurence Shorter writes with assurance but is unafraid to to lay himself bare. I found by the end of reading the book it had managed to awake some pretty dormant positive attitudes and my outlook had noticeably brightened - a result that is surely worth a few quid of anyone's money?",https://www.amazon.com/Optimist-Mans-Search-Brighter-Side/dp/184767061X http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:What+was+wrong+with+me?#0%5Cnhttp://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:The+Optimist:+One+Man's+Search,article
"Page, Matthew J. and McKenzie, Joanne E. and Bossuyt, Patrick M. and Boutron, Isabelle and Hoffmann, Tammy C. and Mulrow, Cynthia D. and Shamseer, Larissa and Tetzlaff, Jennifer M. and Akl, Elie A. and Brennan, Sue E. and Chou, Roger and Glanville, Julie and Grimshaw, Jeremy M. and Hr{\'{o",2021.0,{The PRISMA 2020 statement: An updated guideline for reporting systematic reviews,"The Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) statement, published in 2009, was designed to help systematic reviewers transparently report why the review was done, what the authors did, and what they found. Over the past decade, advances in systematic review methodology and terminology have necessitated an update to the guideline. The PRISMA 2020 statement replaces the 2009 statement and includes new reporting guidance that reflects advances in methods to identify, select, appraise, and synthesise studies. The structure and presentation of the items have been modified to facilitate implementation. In this article, we present the PRISMA 2020 27-item checklist, an expanded checklist that details reporting recommendations for each item, the PRISMA 2020 abstract checklist, and the revised flow diagrams for original and updated reviews.",https://doi.org/10.1136/BMJ.N71,article
"Woherem, Evans E. and Odedra-Straub, Mayuri",2017.0,{The Potentials and Challenges of Developing Smart Cities in Africa,"The rapid urbanization of African cities is one amongst other composite challenges hindering Africa's objective to provide stable socio-economic development and delivery of quality livelihood for its citizens and visitors at large. The establishment of Smart City initiatives in African cities is meant to improve the quality of lives of the residents of those cities. Information and communications technologies (ICT) are key enabling factors for this transformation and must be integrated into several functional domains of society, such as health, education, transportation, energy, etc., so as to engender efficient and ubiquitous public services, as well as higher socio-economic standards of living for the citizens. This paper highlights the potential benefits, as well as challenges, African cities embarking on Smart City initiatives face. To further grasp the motivations and challenges of implementing Smart City initiatives in Africa, we take a look at a new Smart City initiative (The SmartCity Innovation Hub, by Smart City Resort plc.) that is underway in the city of Lagos, Nigeria. We questioned the developers on their motivations for undertaking such a Smart City initiative in Africa, the potential economic, technological and environmental benefits of the project, and the challenges of embarking on such a project.",https://doi.org/10.22632/ccs-2017-252-06,article
SCU,2017.0,{The Relationship of Morality and Technology - Markkula Center for Applied Ethics,,https://www.scu.edu/ethics/all-about-ethics/the-relationship-of-morality-and-technology/,misc
"Elstub, Stephen and Thompson, Rachel and Escobar, Oliver and Hollinghurst, Joe and Grimes, Duncan and Aitken, Mhairi and McKeon, Anna and Jones, Kerina H. and Waud, Alexa and Sethi, Nayha",2021.0,{The Resilience of Pandemic Digital Deliberation: An Analysis of Online Synchronous Forums,"Quality deliberation is essential for societies to address the challenges presented by the coronavirus pandemic effectively and legitimately. Critics of deliberative and participatory democracy are highly skeptical that most citizens can engage with such complex issues in good circumstances and these are far from ideal circumstances. The need for rapid action and decision-making is a challenge for inclusivity and quality of deliberation. Additionally, policy responses to the virus need to be even more co-ordinated than usual, which intensifies their complexity. The digitalisation of the public sphere may be seen as a further challenge to deliberating. Furthermore, these are stressful and emotional times, making a considered judgement on these issues potentially challenging. We employ a modified version of the Discourse Quality Index to assess the deliberative quality in two facilitated synchronous digital platforms to consider aspects of data use in light of COVID 19. Our study is the first to perform a comprehensive, systematic and in-depth analysis of the deliberative capacity of citizens in a pandemic. Our evidence indicates that deliberation can be resilient in a crisis. The findings will have relevance to those interested in pandemic democracy, deliberative democracy in a crisis, data use and digital public spheres.",https://doi.org/10.1080/13183222.2021.1969616,article
"Calzada, Igor",2021.0,{The Right to Have Digital Rights in Smart Cities,"New data-driven technologies in global cities have yielded potential but also have intensified techno-political concerns. Consequently, in recent years, several declarations/manifestos have emerged across the world claiming to protect citizens' digital rights. In 2018, Barcelona, Amsterdam, and NYC city councils formed the Cities' Coalition for Digital Rights (CCDR), an international alliance of global People-Centered Smart Cities—currently encompassing 49 cities worldwide—to promote citizens' digital rights on a global scale. People-centered smart cities programme is the strategic flagship programme by UN-Habitat that explicitly advocates the CCDR as an institutionally innovative and strategic city-network to attain policy experimentation and sustainable urban development. Against this backdrop and being inspired by the popular quote by Hannah Arendt on “the right to have rights”, this article aims to explore what “digital rights” may currently mean within a sample consisting of 13 CCDR global people-centered smart cities: Barcelona, Amsterdam, NYC, Long Beach, Toronto, Porto, London, Vienna, Milan, Los Angeles, Portland, San Antonio, and Glasgow. Particularly, this article examines the (i) understanding and the (ii) prioritisation of digital rights in 13 cities through a semi-structured questionnaire by gathering 13 CCDR city representatives/strategists' responses. These preliminary findings reveal not only distinct strategies but also common policy patterns.",https://doi.org/10.3390/SU132011438,article
"Cardullo, Paolo and Feliciantonio, Cesare Di and Kitchin, Rob",2019.0,{The Right to the Smart City,"Globally, Smart Cities initiatives are pursued which reproduce the interests of capital and neoliberal government, rather than wider public good. This book explores smart urbanism and ‘the right to the city', examining citizenship, social justice, commoning, civic participation, and co-creation to imagine a different kind of Smart City.",https://doi.org/10.1108/9781787691391,article
"Rathore, M. Mazhar and Shah, Syed Attique and Shukla, Dhirendra and Bentafat, Elmahdi and Bakiras, Spiridon",2021.0,"{The Role of AI, Machine Learning, and Big Data in Digital Twinning: A Systematic Literature Review, Challenges, and Opportunities","Digital twinning is one of the top ten technology trends in the last couple of years, due to its high applicability in the industrial sector. The integration of big data analytics and artificial intelligence/machine learning (AI-ML) techniques with digital twinning, further enriches its significance and research potential with new opportunities and unique challenges. To date, a number of scientific models have been designed and implemented related to this evolving topic. However, there is no systematic review of digital twinning, particularly focusing on the role of AI-ML and big data, to guide the academia and industry towards future developments. Therefore, this article emphasizes the role of big data and AI-ML in the creation of digital twins (DTs) or DT-based systems for various industrial applications, by highlighting the current state-of-the-art deployments. We performed a systematic review on top of multidisciplinary electronic bibliographic databases, in addition to existing patents in the field. Also, we identified development-tools that can facilitate various levels of the digital twinning. Further, we designed a big data driven and AI-enriched reference architecture that leads developers to a complete DT-enabled system. Finally, we highlighted the research potential of AI-ML for digital twinning by unveiling challenges and current opportunities.",https://doi.org/10.1109/ACCESS.2021.3060863,article
"Potocky, Miriam",2021.0,{The Role of Digital Skills in Refugee Integration: A State-of-the-Art Review,"Two concurrent 21st-century phenomena—the nearly unprecedented number of forced migrants and the near-ubiquity of information and communications technology—have given rise to increased scholarship in “digital migration studies.” One area of investigation in this emergent interdisciplinary field is the role of digital skills in refugee integration. Given the accelerated global reliance on technology resulting from the COVID-19 pandemic, the author conducted a state-of-the-art literature review to identify emerging issues and highlight research needs in this area. A search of 10 databases yielded 39 studies spanning the major resettlement regions (North America, Western Europe, Oceania) and including refugees from across the globe. The inclusion criteria were studies focused on refugees' practical use of digital technology in integration, published from January 2020-April 2021. Exclusion criteria were studies on refugees in transit or protracted displacement, digital connectivity and accessibility, use of digital technology by humanitarian actors, software development, analyses of digital representations of refugees, public attitudes toward refugees as expressed in digital media, and literature reviews. Ndofor-Tah et al.'s (2019) Refugee Integration Framework was used to organize and synthesize the findings. The studies demonstrated how digital skills affect all domains of integration. Additionally, the studies confirm that many refugees in resettlement have limited digital skills for necessary integration tasks, such as navigating websites and assessing the credibility of online information. Limitations of this state-of-the-art review include its cross-sectional nature, having only one reviewer, and only published literature accessible online through public websites or subscription databases. An important emerging issue for future research is assessing, teaching, and learning digital skills among this population. The study's contributions to the knowledge base and theory, and its implications for information science scholars and practitioners and those in allied disciplines within digital migration studies, are discussed",https://doi.org/10.33137/IJIDI.V5I5.37514,article
"Pant, Darshana",2024.0,{The Role of E-Governance in Gender Equality and Sustainable Development,"In the age of digital transformation, Electronic Governance (E-Governance) emerges as a crucial driver for promoting both gender equality and sustainable development.This study explores the diverse dimensions of E-Governance and how it plays a pivotal role in narrowing gender disparities while fostering sustainable socio-economic growth.Utilizing technology to streamline governmental processes, enhance transparency, and ensure inclusive citizen participation, E-Governance is examined through a gender-sensitive lens in this research.The study investigates how E-Governance mechanisms break traditional barriers, providing women with equal access to information, resources, and opportunities.",https://doi.org/10.31995/BOOK.AB306-M24.CHAPTER5,article
Flores-L{\'{o,2024.0,{The Role of Inequality for Digital Learning in Pandemic Times: The Case of Mexico City's Civil Society,"This chapter shows how inequalities in digital learning in urban spaces were addressed. The key research question is to determine the role inequality played during the pandemic as part of the technological learning process faced by civil society organizations in Mexico City. It presents how different types of civil society organizations actively engaged in the use of digital tools during the COVID-19 crisis in the Mexico City context. This process covered such aspects as downloading a document, setting up a WhatsApp group, or using Zoom. Although these tools were known before the pandemic, during this challenging period, they were intensely used. Since in some cases, it is believed that there was a direct correlation between such aspects as Wi-Fi access or technological literacy with the city zone where these organizations operate. This work expects to be in the interest of academics and practitioners in the field of education and those who analyze civil society organizations in general.",https://doi.org/10.1007/978-3-031-59746-6_8,article
"Acosta, Mariola and Ampaire, Edidah Lubega and Muchunguzi, Perez and Okiror, John Francis and Rutting, Lucas and Mwongera, Caroline and Twyman, Jennifer and Shikuku, Kelvin M. and Winowiecki, Leigh Ann and L{\""{a",2019.0,{The Role of Multi-Stakeholder Platforms for Creating an Enabling Climate Change Policy Environment in East Africa,"Research-based evidence on the adoption of climate-smart agricultural practices is vital to their effective uptake, continued use and wider diffusion. In addition, an enabling policy environment at the national and regional levels is necessary for this evidence to be used effectively. This chapter analyzes a 4-year period of continuous policy engagement in East Africa in an attempt to understand the role of multi-stakeholder platforms (MSPs) in facilitating an enabling policy environment for climate change adaptation and mitigation. The study shows how MSPs enhanced a sense of ownership, developed knowledge, created linkages between different governance levels and a wide variety of actors (including policymakers and scientists), and, most significantly, improved policy formulation.",https://doi.org/10.1007/978-3-319-92798-5_23,article
"Angelidou, Margarita",2017.0,{The Role of Smart City Characteristics in the Plans of Fifteen Cities,"This paper identifies the characteristics of smart cities as they emerge from the recent literature. It then examines whether and in what way these characteristics are present in the smart city plans of 15 cities: Amsterdam, Barcelona, London, PlanIT Valley, Stockholm, Cyberjaya, Singapore, King Abdullah Economic City, Masdar, Skolkovo, Songdo, Chicago, New York, Rio de Janeiro, and Konza. The results are presented with respect to each smart city characteristic. As expected, most strategies emphasize the role of information and communication technologies in improving the functionality of urban systems and advancing knowledge transfer and innovation networks. However, this research yields other interesting findings that may not yet have been documented across multiple case studies; for example, most smart city strategies fail to incorporate bottom-up approaches, are poorly adapted to accommodate the local needs of their area, and consider issues of privacy and security inadequately.",https://doi.org/10.1080/10630732.2017.1348880,article
"Willis, By Katharine S and Aurigi, Alessandro and Mattern, Shannon and Batty, Michael and Davies, Tim",2020.0,{The Routledge Companion to Smart Cities Book Description Table of Contents,,,article
"Greenwood, Royston and Oliver, Christine and Lawrence, Thomas and Meyer, Renate",2018.0,{The SAGE Handbook of Organizational Institutionalism,"The SAGE Handbook of Organizational Institutionalism brings together extensive coverage of aspects of Institutional Theory and an array of top academic contributors. Now in its Second Edition, the book has been thoroughly revised and reorganised, with all chapters updated to maintain a mix of theory, how to conduct institutional organizational analysis, and contemporary empirical work. New chapters on Translation, Networks and Institutional Pluralism are included to reflect new directions in the field. The Second Edition has also been reorganized into six parts: Part One: Beginnings (Foundations) Part Two: Organizations and their Contexts Part Three: Institutional Processes Part Four: Conversations Part Five: Consequences Part Six: Reflections",https://doi.org/10.4135/9781526415066,article
